State,District,Latitude,Longitude,District code,Population,sex_ratio,literacy_rate,Hindu_pct,Muslims_pct,Christians_pct,Male_literacy_rate,Female_literacy_rate,Male_pct,Female_pct,Internet_pct,Electricity_pct,Gender_literacy_gap,Workers_pct,Non_workers_pct,Urban_pct,Rural_pct
Tamil Nadu,Madurai,9.904313833333331,78.01366033333332,623,3038252,99.04,74.83,90.86,5.56,3.22,80.17,69.43,50.24,49.76,3.37,74.63,10.74,44.59,55.41,58.66,41.34
Tamil Nadu,Nagapattinam,10.789468161718286,79.79437299431483,618,1616450,102.53,75.04,88.78,7.96,2.94,80.3,69.91,49.38,50.62,1.08,73.77,10.39,41.57,58.43,22.93,77.07
Tamil Nadu,Namakkal,11.33766638477801,78.14624841437633,609,1726601,98.62,68.12,96.93,1.88,0.98,75.16,60.98,50.35,49.65,1.43,70.29,14.18,52.02,47.98,40.98,59.02
Tamil Nadu,Perambalur,11.260137758112096,78.86034011799416,615,565223,100.32,66.49,92.29,5.79,1.82,73.72,59.28,49.92,50.08,0.8,71.98,14.44,53.03,46.97,17.59,82.41
Tamil Nadu,Pudukkottai,10.130514816433578,79.05444484265728,621,1618345,101.49,68.62,88.29,7.06,4.5,75.79,61.55,49.63,50.37,0.89,70.34,14.24,47.07,52.93,20.68,79.32
Tamil Nadu,Ramanathapuram,9.31286995153476,78.99185362412462,626,1353445,98.26,72.33,77.39,15.37,6.73,78.59,65.96,50.44,49.56,1.24,69.84,12.63,44.55,55.45,30.38,69.62
Tamil Nadu,Salem,11.629324202127655,78.2478257978723,608,3482056,95.45,65.64,95.53,2.74,1.55,72.13,58.83,51.16,48.84,1.77,71.38,13.3,48.65,51.35,51.06,48.94
Tamil Nadu,Sivaganga,9.960306580645158,78.56535729032255,622,1339101,100.26,71.67,88.57,5.55,5.64,78.71,64.65,49.93,50.07,1.28,69.46,14.06,46.31,53.69,31.65,68.35
Tamil Nadu,Thanjavur,10.387692255892237,79.3194869107745,620,2405890,103.47,74.44,86.28,7.93,5.57,79.86,69.21,49.15,50.85,1.79,73.75,10.65,40.49,59.51,36.41,63.59
Tamil Nadu,Theni,9.924066666666668,77.43458833333332,624,1245899,99.13,69.84,92.22,4.56,3.02,76.62,62.99,50.22,49.78,1.14,76.06,13.63,47.49,52.51,53.89,46.11
Tamil Nadu,Thiruvallur,13.275858101752885,80.19724702864492,602,3728104,98.72,74.88,89.21,3.84,6.27,79.73,69.98,50.32,49.68,6.76,81.24,9.75,41.26,58.74,65.41,34.59
Tamil Nadu,Thiruvarur,10.368927409395978,79.60322893959727,619,1264277,101.74,74.86,89.6,7.6,2.63,80.28,69.54,49.57,50.43,1.08,74.26,10.74,42.73,57.27,21.28,78.72
Tamil Nadu,Tiruvannamalai,12.419318947368414,79.23265631578953,606,2464875,99.44,66.0,93.08,3.72,2.72,73.62,58.34,50.14,49.86,0.91,77.32,15.28,50.23,49.77,20.71,79.28999999999999
Tamil Nadu,Vellore,12.784882632293078,79.02643283582084,605,3936331,100.66,70.47,86.32,10.54,2.83,76.69,64.29,49.84,50.16,1.81,75.94,12.4,42.92,57.08,42.69,57.31
Tamil Nadu,Virudhunagar,9.468872195892564,77.87641469194315,625,1942288,100.71,72.02,93.84,2.46,3.47,78.57,65.51,49.82,50.18,1.39,68.86,13.06,48.92,51.08,50.49,49.51
Tripura,Dhalai,23.781360477941163,91.94654283088232,291,378230,94.42,73.03,81.2,2.18,6.07,77.95,67.82,51.44,48.56,0.26,45.28,10.13,41.2,58.8,13.59,86.41
Tripura,North Tripura,24.121739755351683,92.17842538226292,292,693947,96.66,74.99,73.2,15.24,6.35,78.12,71.76,50.85,49.15,0.52,42.36,6.36,35.83,64.17,21.9,78.1
Tripura,South Tripura,23.211874098057383,91.6065807585568,290,876001,95.74,73.84,84.02,5.62,4.48,78.45,69.02,51.09,48.91,0.36,50.65,9.43,41.88,58.12,17.0,83.0
Tripura,West Tripura,23.780166241299337,91.41310788863107,289,1725739,96.23,78.89,87.66,8.85,3.11,82.21,75.43,50.96,49.04,1.26,62.09,6.78,40.46,59.54,42.83,57.17
Uttar Pradesh,Agra,26.99512974910393,78.05278291517321,146,4418797,86.85,60.66,88.77,9.31,0.23,68.27,51.9,53.52,46.48,3.01,59.35,16.37,31.45,68.55,45.01,54.99
Uttar Pradesh,Aligarh,27.93748576850093,78.00146831119557,143,3673889,88.21,56.96,79.05,19.85,0.21,65.75,46.99,53.13,46.87,1.59,31.25,18.76,31.97,68.03,32.16,67.84
Uttar Pradesh,Allahabad,25.392038662316445,82.05172446982063,175,5954391,90.13,61.56,85.69,13.38,0.23,70.23,51.95,52.6,47.4,1.93,31.36,18.28,35.47,64.53,21.25,78.75
Uttar Pradesh,Ambedkar Nagar,26.39119025974028,82.68282142857147,178,2397888,97.78,62.01,82.81,16.75,0.11,69.83,54.01,50.56,49.44,0.44,17.58,15.82,32.84,67.16,11.48,88.52
Uttar Pradesh,Auraiya,26.66892394014961,79.42637057356607,162,1379545,86.41,67.47,92.32,7.39,0.07,73.81,60.15,53.64,46.36,0.76,20.84,13.66,32.04,67.96,18.59,81.41
Uttar Pradesh,Azamgarh,26.008290954773837,83.01220251256285,191,4613913,101.92,60.08,84.06,15.58,0.08,68.25,52.06,49.52,50.48,0.68,18.88,16.19,29.74,70.26,8.28,91.72
Uttar Pradesh,Baghpat,29.045793499999988,77.30266300000001,139,1303048,86.13,61.24,70.41,27.98,0.14,69.97,51.1,53.73,46.27,0.95,37.69,18.87,31.98,68.02,22.15,77.85
Uttar Pradesh,Bahraich,27.691776300578027,81.46779783237004,180,3487731,89.15,40.09,65.71,33.53,0.18,47.63,31.64,52.87,47.13,0.35,11.29,15.99,33.03,66.97,8.12,91.88
Uttar Pradesh,Ballia,25.86075638297873,84.03651978723408,193,3239774,93.66,60.61,92.73,6.59,0.14,69.4,51.22,51.64,48.36,0.74,19.06,18.18,31.47,68.53,10.24,89.76
Uttar Pradesh,Balrampur,27.449076537911324,82.47158326180256,182,2148665,92.75,40.41,62.05,37.51,0.15,48.89,31.28,51.88,48.12,0.35,12.87,17.61,35.38,64.62,8.02,91.98
Uttar Pradesh,Banda,25.351885902503284,80.52487391304344,170,1799410,86.3,55.74,91.0,8.76,0.08,65.29,44.67,53.68,46.32,0.37,16.5,20.62,39.0,61.0,15.16,84.84
Uttar Pradesh,Bara Banki,26.922777025232424,81.35762350597606,176,3260699,91.01,51.9,76.84,22.61,0.15,59.2,43.89,52.35,47.65,0.44,15.12,15.31,36.58,63.42,11.06,88.94
Uttar Pradesh,Bareilly,28.51101940789474,79.43187072368416,150,4448359,88.68,49.27,63.64,34.54,0.33,56.95,40.61,53.0,47.0,1.52,27.44,16.34,31.52,68.48,36.48,63.52
Uttar Pradesh,Basti,26.833880454545447,82.69790590909092,185,2464464,96.33,56.56,84.52,14.79,0.14,65.3,47.48,50.93,49.07,0.63,19.83,17.82,31.8,68.2,5.7,94.3
Uttar Pradesh,Bijnor,29.313974259681096,78.45098815489754,134,3682713,91.69,57.98,55.18,43.04,0.17,64.62,50.75,52.17,47.83,0.8,29.54,13.87,29.54,70.46,24.73,75.27
Uttar Pradesh,Bulandshahr,28.34875862068968,78.01082758620684,142,3499171,89.63,58.06,77.37,22.22,0.12,67.92,47.06,52.73,47.27,0.89,25.44,20.86,33.53,66.47,25.18,74.82
Uttar Pradesh,Chandauli,25.1180859611231,83.25307062634984,196,1952756,91.84,60.15,88.48,11.01,0.11,68.72,50.83,52.13,47.87,0.88,25.17,17.89,33.42,66.58,12.84,87.16
Uttar Pradesh,Chitrakoot,25.159924623803,81.07666087551297,171,991730,87.93,53.55,96.33,3.48,0.07,62.6,43.26,53.21,46.79,0.36,17.78,19.34,39.75,60.25,10.21,89.78999999999999
Uttar Pradesh,Deoria,26.42218856548857,83.8244070686071,190,3100946,101.7,60.47,88.07,11.56,0.12,70.2,50.91,49.58,50.42,0.67,22.53,19.29,28.26,71.74,10.2,89.8
Uttar Pradesh,Etah,27.591155309734443,78.70021858407083,201,1774480,87.31,59.47,90.79,8.25,0.14,68.3,49.35,53.39,46.61,0.66,17.31,18.95,30.77,69.23,16.85,83.15
Uttar Pradesh,Etawah,26.78817670157068,79.07621806282728,161,1581810,87.01,67.14,92.17,7.2,0.09,73.72,59.57,53.47,46.53,0.84,32.21,14.15,31.99,68.01,24.35,75.65
Uttar Pradesh,Faizabad,26.60589185185181,82.00783530864202,177,2470996,96.17,58.72,84.75,14.8,0.13,66.55,50.57,50.98,49.02,0.8,21.67,15.98,33.64,66.36,13.45,86.55
Uttar Pradesh,Farrukhabad,27.45063297872342,79.4406284574468,159,1885204,87.35,57.96,84.67,14.69,0.17,65.08,49.81,53.38,46.62,0.64,21.41,15.27,31.42,68.58,23.05,76.95
Uttar Pradesh,Fatehpur,25.8374362030905,80.85416203090509,172,2632733,90.13,57.44,86.4,13.32,0.08,65.79,48.17,52.6,47.4,0.53,11.82,17.62,40.41,59.59,12.21,87.78999999999999
Uttar Pradesh,Firozabad,27.20963993055552,78.42660624999998,147,2498156,87.54,60.92,85.69,12.6,0.13,68.49,52.27,53.32,46.68,1.09,36.63,16.22,30.48,69.52,34.67,65.33
Uttar Pradesh,Gautam Buddha Nagar,28.393311038961038,77.52462467532465,141,1648115,85.14,68.14,84.58,13.08,0.45,74.82,60.28,54.01,45.99,10.43,50.53,14.54,34.53,65.47,66.49,33.510000000000005
Uttar Pradesh,Ghaziabad,28.74997308584685,77.67441879350343,140,4681645,88.11,66.71,72.93,25.35,0.41,72.78,59.83,53.16,46.84,6.55,58.33,12.95,32.48,67.52,70.18,29.819999999999993
Uttar Pradesh,Ghazipur,25.624724775583484,83.5360854578097,195,3620268,95.15,60.7,89.32,10.17,0.12,69.73,51.21,51.24,48.76,0.7,13.89,18.52,33.27,66.73,8.07,91.93
Uttar Pradesh,Gonda,27.157215552099505,82.0226888024882,183,3433919,92.15,48.92,79.77,19.76,0.14,57.87,39.22,52.04,47.96,0.59,14.33,18.65,34.09,65.91,7.27,92.73
Uttar Pradesh,Gorakhpur,26.63315886792452,83.3549560377358,188,4440895,94.97,60.81,90.28,9.09,0.22,69.98,51.15,51.29,48.71,1.53,31.19,18.83,30.44,69.56,19.89,80.11
Uttar Pradesh,Hamirpur,25.738158381502892,79.82619479768789,28,454768,109.5,78.74,98.82,0.82,0.05,83.18,74.69,47.73,52.27,1.19,49.26,8.49,53.2,46.8,7.21,92.79
Uttar Pradesh,Hamirpur,25.738158381502892,79.82619479768789,168,1104285,86.05,59.16,91.46,8.26,0.07,68.76,48.0,53.75,46.25,0.38,17.96,20.76,40.18,59.82,17.76,82.24
Uttar Pradesh,Hardoi,27.337409090909137,80.26411767676768,155,4092845,86.76,54.28,85.71,13.59,0.14,62.73,44.55,53.54,46.46,0.42,10.52,18.18,32.23,67.77,13.34,86.66
Uttar Pradesh,Jalaun,26.067954587155988,79.36686911314993,165,1689974,86.51,63.62,89.33,10.15,0.07,72.12,53.8,53.62,46.38,0.56,26.28,18.32,36.73,63.27,23.1,76.9
Uttar Pradesh,Jaunpur,25.70141280913127,82.54315351934063,194,4494204,102.4,60.78,88.59,10.76,0.11,70.5,51.29,49.41,50.59,0.79,18.03,19.21,31.98,68.02,8.0,92.0
Uttar Pradesh,Jhansi,25.45581535234902,78.89954580536917,166,1998603,89.0,65.27,91.26,7.4,0.35,74.11,55.34,52.91,47.09,1.69,36.31,18.77,40.77,59.23,38.68,61.32
Uttar Pradesh,Jyotiba Phule Nagar,28.870498984771597,78.39009365482241,137,1840221,91.0,53.42,58.44,40.78,0.32,62.33,43.63,52.36,47.64,0.63,19.79,18.7,32.56,67.44,25.59,74.41
Uttar Pradesh,Kannauj,26.993988617886185,79.64437940379408,160,1656616,87.87,61.4,83.05,16.54,0.08,68.45,53.36,53.23,46.77,0.68,16.81,15.09,31.67,68.33,18.04,81.96000000000001
Uttar Pradesh,Kanpur Dehat,26.43047641196011,79.98710083056478,163,1796184,86.47,65.15,89.8,9.82,0.07,71.94,57.3,53.63,46.37,0.66,12.28,14.64,35.01,64.99,10.2,89.8
Uttar Pradesh,Kaushambi,25.53587532051282,81.41811282051287,174,1599596,90.77,50.85,85.8,13.78,0.14,60.5,40.22,52.42,47.58,0.39,11.5,20.28,39.95,60.05,8.08,91.92
Uttar Pradesh,Kushinagar,26.892530675909864,83.92261542461007,189,3564544,96.06,54.84,82.16,17.4,0.14,65.11,44.15,51.0,49.0,0.44,16.22,20.96,31.34,68.66,5.45,94.55
Uttar Pradesh,Lalitpur,24.58877161016945,78.60082330508473,167,1221592,90.57,52.49,95.27,2.76,0.11,62.02,41.96,52.47,47.53,0.36,25.54,20.06,41.2,58.8,14.52,85.48
Uttar Pradesh,Lucknow,26.838233589251463,80.89706026871404,157,4589838,91.68,68.13,77.08,21.46,0.45,72.77,63.08,52.17,47.83,6.45,54.89,9.69,33.61,66.39,67.59,32.41
Uttar Pradesh,Mahoba,25.34529670138888,79.67863003472216,169,875958,87.83,55.72,93.06,6.56,0.11,64.82,45.37,53.24,46.76,0.53,17.4,19.45,39.92,60.08,19.66,80.34
Uttar Pradesh,Mainpuri,27.17386862302482,79.03501851015807,148,1868529,88.1,64.43,93.48,5.39,0.09,71.69,56.19,53.16,46.84,0.64,19.21,15.5,30.02,69.98,17.7,82.3
Uttar Pradesh,Mathura,27.59390432801821,77.62153416856502,145,2547184,86.32,59.19,90.72,8.52,0.12,69.0,47.83,53.67,46.33,1.49,48.05,21.17,33.01,66.99,30.38,69.62
Uttar Pradesh,Mau,26.01082203791469,83.50582654028433,192,2205968,97.9,61.79,80.23,19.43,0.1,69.35,54.06,50.53,49.47,0.59,33.2,15.29,31.58,68.42,22.0,78.0
Uttar Pradesh,Meerut,29.02957625698323,77.80611005586593,138,3443689,88.62,62.19,63.4,34.43,0.31,68.71,54.82,53.02,46.98,2.95,52.95,13.89,31.67,68.33,52.54,47.46
Uttar Pradesh,Mirzapur,25.10207959183675,82.60126628571429,199,2496970,90.27,57.22,91.81,7.84,0.1,65.98,47.51,52.56,47.44,0.82,26.88,18.47,35.32,64.68,14.35,85.65
Uttar Pradesh,Moradabad,28.851770406189537,78.73580193423597,135,4772006,90.64,47.44,52.14,47.12,0.28,54.23,39.95,52.46,47.54,1.12,26.89,14.28,29.71,70.29,33.93,66.07
Uttar Pradesh,Muzaffarnagar,29.470507977736563,77.64017847866423,133,4143512,88.91,58.34,57.51,41.3,0.16,66.04,49.68,52.94,47.06,1.04,37.96,16.36,31.17,68.83,30.53,69.47
Uttar Pradesh,Pilibhit,28.52024175035868,79.90103974175037,151,2031007,89.46,52.24,71.34,24.11,0.17,61.03,42.42,52.78,47.22,0.62,17.99,18.61,30.46,69.54,19.43,80.57
Uttar Pradesh,Pratapgarh,25.864842731707316,81.93530048780492,131,867848,98.25,46.27,95.33,2.95,0.04,57.14,35.2,50.44,49.56,0.31,30.59,21.94,55.46,44.54,10.37,89.63
Uttar Pradesh,Pratapgarh,25.864842731707316,81.93530048780492,173,3209141,99.81,60.19,85.11,14.1,0.12,69.82,50.54,50.05,49.95,0.68,18.67,19.28,33.24,66.76,5.54,94.46
Uttar Pradesh,Rae Bareli,26.253902840059787,81.22260463378181,158,3405559,94.32,57.72,87.39,12.13,0.11,66.53,48.39,51.46,48.54,0.67,31.84,18.14,35.37,64.63,9.43,90.57
Uttar Pradesh,Rampur,28.83244727272725,79.10977333333337,136,2335819,90.85,44.68,45.97,50.57,0.39,51.51,37.17,52.4,47.6,0.71,24.28,14.34,31.56,68.44,26.52,73.48
Uttar Pradesh,Saharanpur,30.03381165217392,77.59905147826095,132,3466382,89.0,59.92,56.74,41.95,0.19,66.52,52.5,52.91,47.09,1.09,45.49,14.02,29.93,70.07,31.95,68.05
Uttar Pradesh,Sant Kabir Nagar,26.791596516393444,83.0387764344262,186,1715183,97.23,55.68,75.83,23.58,0.1,65.21,45.87,50.7,49.3,0.58,22.58,19.34,31.45,68.55,7.72,92.28
Uttar Pradesh,Shahjahanpur,27.991389350649328,79.8302275324675,152,3006538,87.16,49.59,80.24,17.55,0.15,56.97,41.12,53.43,46.57,0.59,17.58,15.85,29.68,70.32,20.57,79.43
Uttar Pradesh,Sitapur,27.501995963091108,80.85288881199547,154,4483992,88.78,50.93,79.29,19.93,0.15,58.84,42.02,52.97,47.03,0.41,10.87,16.82,31.73,68.27,11.86,88.14
Uttar Pradesh,Sonbhadra,24.46693268858798,83.06816324951639,200,1862559,91.75,52.92,93.35,5.56,0.21,61.97,43.06,52.15,47.85,1.2,22.33,18.91,39.21,60.79,21.27,78.73
Uttar Pradesh,Sultanpur,26.2846386419753,82.05710456790123,179,3797117,98.33,58.99,82.16,17.13,0.12,67.91,49.91,50.42,49.58,0.67,26.27,18.0,32.73,67.27,5.61,94.39
Uttar Pradesh,Unnao,26.63163990895297,80.636773292868,156,3108367,90.69,57.06,87.89,11.69,0.11,64.6,48.74,52.44,47.56,0.48,13.87,15.86,36.18,63.82,16.87,83.13
Uttar Pradesh,Varanasi,25.36057088888889,82.82529666666672,197,3676841,91.32,65.38,84.52,14.88,0.21,72.28,57.82,52.27,47.73,2.54,44.51,14.46,33.2,66.8,41.87,58.13
Uttaranchal,Almora,29.683532133676103,79.50165064267351,64,622506,113.86,70.12,98.19,1.25,0.3,79.57,61.82,46.76,53.24,0.65,39.08,17.75,47.9,52.1,7.5,92.5
Uttaranchal,Bageshwar,29.98703393393397,79.83954354354357,63,259898,109.05,69.06,99.08,0.55,0.15,78.46,60.44,47.84,52.16,0.44,47.12,18.02,47.57,52.43,3.88,96.12
Uttaranchal,Chamoli,30.58338611464965,79.56281095541402,57,391605,101.87,71.64,98.52,1.12,0.11,80.1,63.34,49.54,50.46,0.48,38.38,16.76,46.2,53.8,12.29,87.71000000000001
Uttaranchal,Champawat,29.29142393939393,80.07720212121217,65,259648,98.02,68.45,96.12,3.35,0.34,77.8,58.91,50.5,49.5,0.56,38.48,18.89,38.35,61.65,13.1,86.9
Uttaranchal,Pithoragarh,30.14720631868129,80.34229230769236,62,483439,102.02,71.48,98.28,1.24,0.29,79.24,63.87,49.5,50.5,0.64,45.45,15.37,44.78,55.22,12.51,87.49
Uttaranchal,Tehri Garhwal,30.463700918635173,78.48783792650917,59,618931,107.7,65.92,98.53,1.19,0.11,76.31,56.27,48.15,51.85,0.54,46.11,20.04,45.31,54.69,10.69,89.31
Uttaranchal,Udham Singh Nagar,29.02779577677222,79.45629004524895,67,1648902,92.0,62.94,66.98,22.58,0.37,69.69,55.6,52.08,47.92,1.9,61.45,14.09,35.87,64.13,35.03,64.97
Uttaranchal,Uttarkashi,30.968958552036234,78.56880615384617,56,330086,95.78,65.17,98.42,1.08,0.11,76.06,53.8,51.08,48.92,0.5,43.41,22.26,47.65,52.35,7.48,92.52
West Bengal,Bankura,23.081280892857155,87.12640053571437,339,3596674,95.67,62.08,84.34,8.08,0.11,70.69,53.09,51.11,48.89,0.43,33.76,17.6,40.77,59.23,9.17,90.83
West Bengal,Barddhaman,23.444453888888884,87.8150581111111,335,7717563,94.55,67.99,77.85,20.73,0.27,73.56,62.1,51.4,48.6,1.45,47.14,11.46,37.72,62.28,38.72,61.28
West Bengal,Birbhum,24.06389342723,87.65153089201888,334,3502404,95.56,61.63,62.29,37.06,0.31,67.09,55.91,51.13,48.87,0.54,34.56,11.18,38.02,61.98,13.94,86.06
West Bengal,Dakshin Dinajpur,25.342094363021435,88.69821679819614,331,1676276,95.55,64.65,73.55,24.63,1.48,69.58,59.48,51.14,48.86,0.55,36.46,10.1,41.94,58.06,15.2,84.8
West Bengal,Darjiling,26.839619571045585,88.33145067024122,327,1846823,97.05,71.24,74.0,5.69,7.68,76.57,65.74,50.75,49.25,2.11,57.26,10.83,37.02,62.98,41.56,58.44
West Bengal,Haora,22.401674174428507,87.99421176968654,341,4850029,93.94,74.33,72.9,26.2,0.18,77.69,70.76,51.56,48.44,2.27,58.92,6.93,37.52,62.48,64.27,35.730000000000004
West Bengal,Hugli,22.87929264705881,88.00010264705891,338,5519145,96.09,73.9,82.89,15.77,0.13,78.58,69.02,51.0,49.0,1.93,58.86,9.56,39.01,60.99,39.51,60.49
West Bengal,Jalpaiguri,26.62642031250004,89.04154375000003,328,3872846,95.3,64.52,81.51,11.51,4.81,70.43,58.32,51.2,48.8,0.83,34.22,12.11,39.06,60.94,28.58,71.42
West Bengal,Kolkata,22.550581481481483,88.3527648148148,342,4496694,90.8,79.8,76.51,20.6,0.88,81.76,77.63,52.41,47.59,10.44,70.91,4.13,39.93,60.07,100.0,0.0
West Bengal,Maldah,25.08026802575105,88.17191684549356,332,3988845,94.43,52.31,47.99,51.27,0.33,56.15,48.23,51.43,48.57,0.56,31.04,7.92,38.55,61.45,13.42,86.58
West Bengal,Murshidabad,24.25950655391121,88.16816860465121,333,7103807,95.83,57.09,33.21,66.27,0.25,60.02,54.04,51.07,48.93,0.43,29.22,5.98,36.46,63.54,18.95,81.05
West Bengal,Nadia,23.56410971055088,88.58293034547152,336,5167600,94.73,67.35,72.15,26.76,0.65,70.8,63.72,51.35,48.65,0.83,40.25,7.08,35.66,64.34,30.22,69.78
West Bengal,Puruliya,23.254192328767108,86.3968532876713,340,2930115,95.73,55.46,80.99,7.76,0.3,66.94,43.46,51.09,48.91,0.47,25.23,23.48,42.65,57.35,13.21,86.78999999999999
West Bengal,Uttar Dinajpur,26.044619165196977,88.23595232216337,330,3007134,93.88,49.54,49.31,49.92,0.56,55.03,43.69,51.58,48.42,0.37,25.61,11.34,35.77,64.23,12.11,87.89
